"COMID","COMCODE","COMTYPE","TYPEDESCR","COMNAME","COMLEVEL","PARENTNAME","PARENTCOMCODE","COMSTATE","STATENAME","STREET1","STREET2","CITY","STATE","ZIP","PHONE","FAX","EMAIL","URL","CHAIRLNAME","CHAIRFNAME","CHAIRMNAME","CHAIROCODE","CHAIRDESC","RMMLNAME","RMMFNAME","RMMMNAME","RMMOCODE","RMMDESC","SD1LNAME","SD1FNAME","SD1MNAME","SD1TITLE","SD1MAJMIN","SD1PHONE","SD1EMAIL","GC1LNAME","GC1FNAME","GC1MNAME","GC1TITLE","GC1MAJMIN","GC1PHONE","GC1EMAIL","PS1LNAME","PS1FNAME","PS1MNAME","PS1TITLE","PS1MAJMIN","PS1PHONE","PS1EMAIL","PM1LNAME","PM1FNAME","PM1MNAME","PM1TITLE","PM1MAJMIN","PM1PHONE","PM1EMAIL","CK1LNAME","CK1FNAME","CK1MNAME","CK1TITLE","CK1MAJMIN","CK1PHONE","CK1EMAIL","SD2LNAME","SD2FNAME","SD2MNAME","SD2TITLE","SD2MAJMIN","SD2PHONE","SD2EMAIL","GC2LNAME","GC2FNAME","GC2MNAME","GC2TITLE","GC2MAJMIN","GC2PHONE","GC2EMAIL","PS2LNAME","PS2FNAME","PS2MNAME","PS2TITLE","PS2MAJMIN","PS2PHONE","PS2EMAIL","PM2LNAME","PM2FNAME","PM2MNAME","PM2TITLE","PM2MAJMIN","PM2PHONE","PM2EMAIL","CK2LNAME","CK2FNAME","CK2MNAME","CK2TITLE","CK2MAJMIN","CK2PHONE","CK2EMAIL"
15772,"LAHCHW","SH","State House","House Committee on Health and Welfare","Committee","","",10,"Louisiana","State Capitol","900 North Third Street","Baton Rouge","LA","70804","(225) 342-6945","","","http://house.louisiana.gov/H_Cmtes/HealthAndWelfare.aspx","Hoffmann","Frank","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15773,"LAHCHGA","SH","State House","House Committee on House and Governmental Affairs","Committee","","",10,"Louisiana","State Capitol","900 North Third Street","Baton Rouge","LA","70804","(225) 342-6945","","apa.h-hg@legis.la.gov","http://house.louisiana.gov/H_Cmtes/HouseAndGov.aspx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15774,"LAHCI","SH","State House","House Committee on Insurance","Committee","","",10,"Louisiana","State Capitol","900 North Third Street","Baton Rouge","LA","70804","(225) 342-6945","","","http://house.louisiana.gov/H_Cmtes/Insurance.aspx","Talbot","Kirk","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15776,"LAHCLIR","SH","State House","House Committee on Labor and Industrial Relations","Committee","","",10,"Louisiana","State Capitol","900 North Third Street","Baton Rouge","LA","70804","(225) 342-6945","","","http://house.louisiana.gov/H_Cmtes/Labor.aspx","Jefferson","Patrick","O.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15777,"LAHCMPC","SH","State House","House Committee on Municipal, Parochial and Cultural Affairs","Committee","","",10,"Louisiana","State Capitol","900 North Third Street","Baton Rouge","LA","70804","(225) 342-6945","","","http://house.louisiana.gov/H_Cmtes/Municipal.aspx","Berthelot","John","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15778,"LAHCNRE","SH","State House","House Committee on Natural Resources and Environment","Committee","","",10,"Louisiana","State Capitol","900 North Third Street","Baton Rouge","LA","70804","(225) 342-6945","","","http://house.louisiana.gov/H_Cmtes/NaturalResources.aspx","Bishop","Stuart","J.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15779,"LAHCR","SH","State House","House Committee on Retirement","Committee","","",10,"Louisiana","State Capitol","900 North Third Street","Baton Rouge","LA","70804","(225) 342-6945","","","http://house.louisiana.gov/H_Cmtes/Retirement.aspx","Pearson","J. Kevin","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15780,"LAHCTHP","SH","State House","House Committee on Transportation, Highways and Public Works","Committee","","",10,"Louisiana","State Capitol","900 North Third Street","Baton Rouge","LA","70804","(225) 342-6945","","","http://house.louisiana.gov/H_Cmtes/Transportation.aspx","Landry","Terry","C.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15781,"LAHCWM","SH","State House","House Committee on Ways and Means","Committee","","",10,"Louisiana","State Capitol","900 North Third Street","Baton Rouge","LA","70804","(225) 342-6945","","apa.h-wm@legis.la.gov","http://house.louisiana.gov/H_Cmtes/WaysAndMeans.aspx","Abramson","Neil","C.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15787,"LAJLCB","SJ","State Joint","Joint Legislative Committee on the Budget","Committee","","",10,"Louisiana","","PO Box 449294","Baton Rouge","LA","70804","(225) 342-2062","","","http://jlcb.legis.la.gov/","Henry","Cameron","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15794,"MEHCBSR","SH","State House","House Committee on Bills in the Second Reading","Committee","","",11,"Maine","2 State House Station","","Augusta","ME","04333","(207) 287-1400","","","http://legislature.maine.gov/house/hcomlist.htm	","Jorgensen","Erik","C.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15795,"MEHCEB","SH","State House","House Committee on Engrossed Bills","Committee","","",11,"Maine","2 State House Station","","Augusta","ME","04333","(207) 287-1400","","","https://legislature.maine.gov/house/hcomlist.htm","Hymanson","Patricia","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15796,"MEHCEA","SH","State House","House Committee on Ethics","Committee","","",11,"Maine","2 State House Station","","Augusta","ME","04333","(207) 287-1400","","","https://legislature.maine.gov/house/hcomlist.htm","Luchini","Louis","J.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15797,"MEHCE","SH","State House","House Committee on Elections","Committee","","",11,"Maine","2 State House Station","","Augusta","ME","04333","(207) 287-1400","","","https://legislature.maine.gov/house/hcomlist.htm","Golden","Jared","F.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15798,"MEHCLA","SH","State House","House Committee on Leaves of Absence","Committee","","",11,"Maine","2 State House Station","","Augusta","ME","04333","(207) 287-1400","","","https://legislature.maine.gov/house/hcomlist.htm","Longstaff","Thomas","R.W.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15799,"MEHCRBH","SH","State House","House Committee on Rules and Business of the House","Committee","","",11,"Maine","2 State House Station","","Augusta","ME","04333","(207) 287-1400","","","https://legislature.maine.gov/house/hcomlist.htm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15800,"MEJCACF","SJ","State Joint","Joint Committee on Agriculture, Conservation and Forestry","Committee","","",11,"Maine","Room 214 Cross State Office Building","100 State House Station","Augusta","ME","04333-0100","(207) 287-1312","","","http://legislature.maine.gov/house/jt_com/acf.htm","Davis","Paul","T.","CHM","Chairman","Black","Russell","J.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15802,"MEJCIFS","SJ","State Joint","Joint Committee on Insurance and Financial Services","Committee","","",11,"Maine","Room 220 Cross State Office Building","100 State House Station","Augusta","ME","04333-0100","(207) 287-1314","","","http://www.maine.gov/legis/house/jt_com/ifs.htm","Whittemore","Rodney","L.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15804,"MEJCCJP","SJ","State Joint","Joint Committee on Criminal Justice and Public Safety","Committee","","",11,"Maine","Room 436","100 State House Station","Augusta","ME","04333-0100","(207) 287-1122","","","http://www.maine.gov/legis/house/jt_com/crj.htm","Rosen","Kimberley","C.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15805,"MEJCECA","SJ","State Joint","Joint Committee on Education and Cultural Affairs","Committee","","",11,"Maine","Room 202","100 State House Station","Augusta","ME","04333-0100","(207) 287-3125","","","http://www.maine.gov/legis/house/jt_com/edu.htm","Langley","Brian","D.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15806,"MEJCHHS","SJ","State Joint","Joint Committee on Health and Human Services","Committee","","",11,"Maine","Room 209 Cross State Office Building","100 State House Station","Augusta","ME","04333-0100","(207) 287-1317","","","http://www.maine.gov/legis/house/jt_com/hum.htm","Brakey","Eric","L.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15807,"MEJCIFW","SJ","State Joint","Joint Committee on Inland Fisheries and Wildlife","Committee","","",11,"Maine","Room 206","100 State House Station","Augusta","ME","04333-0100","(207) 287-1338","","","http://www.maine.gov/legis/house/jt_com/ifw.htm","Cyrway","Scott","W.","CHM","Chairman","Stearns","Paul","A.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15808,"MEJCJ","SJ","State Joint","Joint Committee on Judiciary","Committee","","",11,"Maine","Room 438 Cross State Office Building","100 State House Station","Augusta","ME","04333-0100","(207) 287-1327","","","http://www.maine.gov/legis/house/jt_com/jud.htm","Keim","Lisa","M.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15810,"MEJCLVA","SJ","State Joint","Joint Committee on Veterans and Legal Affairs","Committee","","",11,"Maine","Room 437 Cross State Office Building","100 State House Station","Augusta","ME","04333-0100","(207) 287-1310","","","http://www.maine.gov/legis/house/jt_com/vla.htm","Mason","Garrett","P.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15811,"MEJCMR","SJ","State Joint","Joint Committee on Marine Resources","Committee","","",11,"Maine","Room 206 Cross State Office Building","100 State House Station","Augusta","ME","04333-0100","(207) 287-1337","","","http://www.maine.gov/legis/house/jt_com/mar.htm","Maker","Joyce","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15813,"MEJCSLG","SJ","State Joint","Joint Committee on State and Local Government","Committee","","",11,"Maine","Room 214 Cross State Office Building","100 State House Station","Augusta","ME","04333-0100","(207) 287-1330","","","http://www.maine.gov/legis/house/jt_com/slg.htm","Davis","Paul","T.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15814,"MEJCT","SJ","State Joint","Joint Committee on Taxation","Committee","","",11,"Maine","Room 127 Cross State Office Building","100 State House Station","Augusta","ME","04333-0100","(207) 287-1552","","","http://www.maine.gov/legis/house/jt_com/tax.htm","Dow","Dana","L.","CHM","Chairman","Hilliard","Gary","L.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15815,"MEJCTA","SJ","State Joint","Joint Committee on Transportation","Committee","","",11,"Maine","Room 126 Cross State Office Building","100 State House Station","Augusta","ME","04333-0100","(207) 287-4148","","","http://www.maine.gov/legis/house/jt_com/tra.htm","Collins","Ronald","F.","CHM","Chairman","Parry","Wayne","R.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15818,"MDSCBT","SS","State Senate","Senate Committee on Budget and Taxation","Committee","","",12,"Maryland","Room 3W Miller Senate Office Building","11 Bladen Street","Annapolis","MD","21401-1991","(410) 841-3690","(410) 841-3091","","http://msa.maryland.gov/msa/mdmanual/05sen/html/com/01bud.html","Kasemeyer","Edward","J.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15820,"MDSCBT15","SS","State Senate","Subcommittee on Health and Human Services","Subcommittee","Senate Committee on Budget and Taxation","MDSCBT",12,"Maryland","Room 3W Miller Senate Office Building","11 Bladen Street","Annapolis","MD","21401-1991","(410) 841-3690","(410) 841-3091","","http://msa.maryland.gov/msa/mdmanual/05sen/html/com/01bud.html","Madaleno","Richard","S.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15821,"MDSCBT20","SS","State Senate","Subcommittee on Pensions","Subcommittee","Senate Committee on Budget and Taxation","MDSCBT",12,"Maryland","Room 3W Miller Senate Office Building","11 Bladen Street","Annapolis","MD","21401-1991","(410) 841-3572","","","http://msa.maryland.gov/msa/mdmanual/05sen/html/com/01bud.html","Guzzone","Guy","J.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15822,"MDSCBT25","SS","State Senate","Subcommittee on Public Safety, Transportation and Environment","Subcommittee","Senate Committee on Budget and Taxation","MDSCBT",12,"Maryland","Room 3W Miller Senate Office Building","11 Bladen Street","Annapolis","MD","21401-1991","(410) 841-3690","(410) 841-3091","","http://msa.maryland.gov/msa/mdmanual/05sen/html/com/01bud.html","DeGrange","James","E.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15823,"MDSCEHE","SS","State Senate","Senate Committee on Education, Health, and Environmental Affairs","Committee","","",12,"Maryland","Room 2W Miller Senate Office Building","11 Bladen Street","Annapolis","MD","21401-1991","(410) 841-3661","(410) 841-3957","","http://msa.maryland.gov/msa/mdmanual/05sen/html/com/02eco.html","Conway","Joan","Carter","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15824,"MDSCEHE10","SS","State Senate","Subcommittee on Education","Subcommittee","Senate Committee on Education, Health, and Environmental Affairs","MDSCEHE",12,"Maryland","Room 2W Miller Senate Office Building","11 Bladen Street","Annapolis","MD","21401-1991","(410) 841-3661","(410) 841-3957","","http://msa.maryland.gov/msa/mdmanual/05sen/html/com/02eco.html","Pinsky","Paul","G.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15825,"MDSCEHE15","SS","State Senate","Subcommittee on Environment","Subcommittee","Senate Committee on Education, Health, and Environmental Affairs","MDSCEHE",12,"Maryland","Room 2W Miller Senate Office Building","11 Bladen Street","Annapolis","MD","21401-1991","(410) 841-3661","(410) 841-3957","","http://msa.maryland.gov/msa/mdmanual/05sen/html/com/02eco.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15830,"MDSCF","SS","State Senate","Senate Committee on Finance","Committee","","",12,"Maryland","Room 3E Miller Senate Office Building","11 Bladen Street","Annapolis","MD","21401-1991","(410) 841-3677","(410) 841-3650","","http://msa.maryland.gov/msa/mdmanual/05sen/html/com/04fin.html","Middleton","Thomas","M.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15831,"MDSCF05","SS","State Senate","Subcommittee on Health","Subcommittee","Senate Committee on Finance","MDSCF",12,"Maryland","Room 3E Miller Senate Office Building","11 Bladen Street","Annapolis","MD","21401-1991","(410) 841-3677","(410) 841-3650","","http://msa.maryland.gov/msa/mdmanual/05sen/html/com/04fin.html","Feldman","Brian","J.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15832,"MDSCJP","SS","State Senate","Senate Committee on Judicial Proceedings","Committee","","",12,"Maryland","Room 2E Miller Senate Office Building","11 Bladen Street","Annapolis","MD","21401-1991","(410) 841-3623","(410) 841-3850","","http://msa.maryland.gov/msa/mdmanual/05sen/html/com/05judp.html","Zirkin","Bobby","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15834,"MDSCR","SS","State Senate","Senate Committee on Rules","Committee","","",12,"Maryland","Room H-124 State House","","Annapolis","MD","21401-1991","(410) 841-3700","(410) 841-3910","","http://msa.maryland.gov/msa/mdmanual/05sen/html/com/06rul.html","Klausmeier","Katherine","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15848,"MDHCA05","SH","State House","Subcommittee on Capital Budget","Subcommittee","House Committee on Appropriations","MDHCA",12,"Maryland","Room 121 House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3407","(410) 841-3850","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/01app.html","Jones","Adrienne","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15849,"MDHCA10","SH","State House","Subcommittee on Education and Economic Development","Subcommittee","House Committee on Appropriations","MDHCA",12,"Maryland","Room 121 House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3407","(410) 841-3850","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/01app.html","Jones","Adrienne","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15851,"MDHCA20","SH","State House","Subcommittee on Public Safety and Administration","Subcommittee","House Committee on Appropriations","MDHCA",12,"Maryland","Room 121 House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3407","(410) 841-3850","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/01app.html","Haynes","Keith","E.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15852,"MDHCA25","SH","State House","Subcommittee on Transportation and the Environment","Subcommittee","House Committee on Appropriations","MDHCA",12,"Maryland","Room 121 House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3407","(410) 841-3850","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/01app.html","Gaines","Tawanna","P.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15853,"MDHCA30","SH","State House","Subcommittee on Oversight Committee on Pensions","Subcommittee","House Committee on Appropriations","MDHCA",12,"Maryland","Room 121 House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3407","(410) 841-3850","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/01app.html","Barnes","Ben","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15854,"MDHCA35","SH","State House","Subcommittee on Oversight Committee on Personnel","Subcommittee","House Committee on Appropriations","MDHCA",12,"Maryland","Room 121 House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3407","(410) 841-3850","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/01app.html","Miller","Aruna","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15862,"MDHCEM","SH","State House","House Committee on Economic Matters","Committee","","",12,"Maryland","Room 231 House Office Building","6 Bladen Street","Annapolis","MD","21401-1912","(410) 841-3519","(410) 841-3558","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/03eco.html","Davis","Dereck","E.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15863,"MDHCEM15","SH","State House","Subcommittee on Business Regulation","Subcommittee","House Committee on Economic Matters","MDHCEM",12,"Maryland","Room 231 House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3519","(410) 841-3558","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/03eco.html","Wilson","C.T.","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15864,"MDHCEM30","SH","State House","Subcommittee on Property and Casualty Insurance","Subcommittee","House Committee on Economic Matters","MDHCEM",12,"Maryland","Room 231 House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3519","(410) 841-3558","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/03eco.html","Frick","C. William","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15865,"MDHCEM10","SH","State House","Subcommittee on Banking, Economic Development, Science and Technology","Subcommittee","House Committee on Economic Matters","MDHCEM",12,"Maryland","Room 231 House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3519","(410) 841-3558","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/03eco.html","Kramer","Benjamin","F.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15867,"MDHCEM45","SH","State House","Subcommittee on Workers' Compensation","Subcommittee","House Committee on Economic Matters","MDHCEM",12,"Maryland","Room 231 House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3519","(410) 841-3558","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/03eco.html","Valderrama","Kris","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15869,"MDHCETR","SH","State House","House Committee on Environment and Transportation","Committee","","",12,"Maryland","Room 251 House Office Building","6 Bladen Street","Annapolis","MD","21401-1912","(410) 841-3990","(410) 841-3509","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/04env.html","Barve","Kumar","P.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15871,"MDHCETR05","SH","State House","Subcommittee on Environment","Subcommittee","House Committee on Environment and Transportation","MDHCETR",12,"Maryland","Room 251 House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3990","(410) 841-3509","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/03eco.html","Frush","Barbara","A.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15873,"MDHCJ","SH","State House","House Committee on Judiciary","Committee","","",12,"Maryland","Room 101 House Office Building","6 Bladen Street","Annapolis","MD","21401-1912","(410) 841-3488","(410) 841-3850","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/05jud.html","Vallario","Joseph","F.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15874,"MDHCJ05","SH","State House","Subcommittee on Civil Law and Procedure","Subcommittee","House Committee on Judiciary","MDHCJ",12,"Maryland","Room 101 House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3488","(410) 841-3850","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/05jud.html","Sydnor","Charles","E.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15875,"MDHCJ10","SH","State House","Subcommittee on Criminal Justice","Subcommittee","House Committee on Judiciary","MDHCJ",12,"Maryland","Room 101 House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3488","(410) 841-3850","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/05jud.html","Anderson","Curtis","S.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15876,"MDHCJ20","SH","State House","Subcommittee on Family Law","Subcommittee","House Committee on Judiciary","MDHCJ",12,"Maryland","Room 101 House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3488","(410) 841-3850","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/05jud.html","Atterbeary","Vanessa","E.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
15877,"MDHCJ25","SH","State House","Subcommittee on Juvenile Law","Subcommittee","House Committee on Judiciary","MDHCJ",12,"Maryland","Room 101 House Office Building","6 Bladen Street","Annapolis","MD","21401","(410) 841-3488","(410) 841-3850","","http://msa.maryland.gov/msa/mdmanual/06hse/html/com/05judf.html#juvenile","Moon","David","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
