"OFCID","OFCTYPE","TYPEDESCR","OFCNAME","OFCSTATE","STATENAME","OFCORDER","STREET1","STREET2","CITY","STATE","ZIP","PHONE","FAX","EMAIL","URL","OFFICERLNAME","OFFICERFNAME","OFFICERMNAME","SDLNAME","SDFNAME","SDMNAME","SDTITLE","SDPHONE","SDEMAIL","GCLNAME","GCFNAME","GCMNAME","GCTITLE","GCPHONE","GCEMAIL","LDLNAME","LDFNAME","LDMNAME","LDTITLE","LDPHONE","LDEMAIL","PSLNAME","PSFNAME","PSMNAME","PSTITLE","PSPHONE","PSEMAIL"
699,"SH","State House","Assembly Assistant Majority Whip",20,"California",7,"State Capitol","1303 Tenth Street","Sacramento","CA","95814","(916) 319-2045","(916) 319-2145","https://lcmspubcontact.lc.ca.gov/PublicLCMS/ContactPopup.php?district=AD45","http://assembly.ca.gov/leadership","Gabriel","Jesse","","","","","","","","","","","","","","","","","","","","","","","","",""
702,"SS","State Senate","Senate President Pro Tempore",25,"Mississippi",2,"Room 215B State Capitol","PO Box 1018","Jackson","MS","39215-1018","(601) 359-3209","","tburton@senate.ms.gov","http://billstatus.ls.state.ms.us/members/senate/Burton.xml","Burton","Terry","C.","","","","","","","","","","","","","","","","","","","","","","","",""
703,"SH","State House","Speaker of the House",25,"Mississippi",1,"Room 306 State Capitol","PO Box 1018","Jackson","MS","39215-1018","(601) 359-3300","(601) 359-3728","pgunn@house.ms.gov","http://billstatus.ls.state.ms.us/members/house/Gunn.xml","Gunn","Philip","A.","","","","","","","","","","","","","","","","","","","","","","","",""
704,"SS","State Senate","Senate President Pro Tempore",26,"Missouri",1,"Room 326 State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-2173","","ronald.richard@senate.mo.gov","http://www.senate.mo.gov/senate-leadership/","Richard","Ron","","","","","","","","","","","","","","","","","","","","","","","","",""
705,"SS","State Senate","Senate Majority Floor Leader",26,"Missouri",2,"Room 321 State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-2076","(573) 751-2582","mike.kehoe@senate.mo.gov","http://www.senate.mo.gov/senate-leadership/","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
706,"SS","State Senate","Senate Assistant Majority Floor Leader",26,"Missouri",3,"Room 227 State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-1282","(573) 526-4766","Bob.Onder@senate.mo.gov","http://www.senate.mo.gov/senate-leadership/","Onder","Bob","","","","","","","","","","","","","","","","","","","","","","","","",""
707,"SS","State Senate","Senate Minority Floor Leader",26,"Missouri",7,"Room 333 State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-3599","(573) 751-0266","http://www.senate.mo.gov/D04WebApps/Contact.aspx","http://www.senate.mo.gov/15info/members/mem04.htm","Walsh","Regina","M.","","","","","","","","","","","","","","","","","","","","","","","",""
708,"SS","State Senate","Senate Assistant Minority Leader",26,"Missouri",8,"Room 434 State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-3158","","kikki.curls@senate.mo.gov","http://www.senate.mo.gov/senate-leadership/","Curls","S. Kiki","","","","","","","","","","","","","","","","","","","","","","","","",""
709,"SS","State Senate","Senate Majority Caucus Chairman",26,"Missouri",4,"Room 332 State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-1415","","dan.hegeman@senate.mo.gov","http://www.senate.mo.gov/senate-leadership/","Hegeman","Dan","","","","","","","","","","","","","","","","","","","","","","","","",""
710,"SS","State Senate","Senate Majority Caucus Secretary",26,"Missouri",5,"Room 323 State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-1503","","jay.wasson@senate.mo.gov","http://www.senate.mo.gov/senate-leadership/","Wasson","Jay","","","","","","","","","","","","","","","","","","","","","","","","",""
711,"SS","State Senate","Senate Majority Caucus Whip",26,"Missouri",6,"Room 319 State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-7985","(573) 522-3722","brian.munzlinger@senate.mo.gov","http://www.senate.mo.gov/senate-leadership/","Munzlinger","Brian","","","","","","","","","","","","","","","","","","","","","","","","",""
712,"SS","State Senate","Senate Minority Caucus Chair",26,"Missouri",9,"Room 421 State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-6607","","jason.holsman@senate.mo.gov","http://www.senate.mo.gov/senate-leadership/","Holsman","Jason","R.","","","","","","","","","","","","","","","","","","","","","","","",""
713,"SS","State Senate","Senate Minority Caucus Secretary",26,"Missouri",10,"Room 421 State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-6607","","","http://www.senate.mo.gov/mem07/","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
714,"SH","State House","Speaker of the House",26,"Missouri",1,"Room 308 State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-4039","","Todd.Richardson@house.mo.gov","http://www.house.mo.gov/houseleadership.aspx","Richardson","Todd","L.","","","","","","","","","","","","","","","","","","","","","","","",""
716,"SH","State House","House Majority Floor Leader",26,"Missouri",3,"Room 409-B State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-3607","","Rob.Vescovo@house.mo.gov","http://www.house.mo.gov/houseleadership.aspx","Vescovo","Rob","","","","","","","","","","","","","","","","","","","","","","","","",""
717,"SH","State House","House Assistant Majority Floor Leader",26,"Missouri",4,"Room 302-B State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-0232","","Kevin.Austin@house.mo.gov","http://www.house.mo.gov/houseleadership.aspx","Austin","Kevin","L.","","","","","","","","","","","","","","","","","","","","","","","",""
718,"SH","State House","House Majority Whip",26,"Missouri",5,"Room 313-1 State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-1446","","steve.lynch@house.mo.gov","http://www.house.mo.gov/houseleadership.aspx","Lynch","Steve","","","","","","","","","","","","","","","","","","","","","","","","",""
719,"SH","State House","House Majority Caucus Chair",26,"Missouri",6,"Room 402 State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-1462","","glen.kolkmeyer@house.mo.gov","http://www.house.mo.gov/houseleadership.aspx","Kolkmeyer","Glen","","","","","","","","","","","","","","","","","","","","","","","","",""
720,"SH","State House","House Majority Caucus Secretary",26,"Missouri",7,"Room 415-B State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-1688","","Jason.Chipman@house.mo.gov","http://www.house.mo.gov/houseleadership.aspx","Chipman","Jason","","","","","","","","","","","","","","","","","","","","","","","","",""
721,"SH","State House","House Minority Floor Leader",26,"Missouri",8,"Room 204 State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-2124","","Gail.Beatty@house.mo.gov","http://www.house.mo.gov/houseleadership.aspx","McCann Beatty","Gail","","","","","","","","","","","","","","","","","","","","","","","","",""
722,"SH","State House","House Assistant Minority Floor Leader",26,"Missouri",9,"Room 107 State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-2883","","gina.mitten@house.mo.gov","http://www.house.mo.gov/houseleadership.aspx","Mitten","Gina","C.","","","","","","","","","","","","","","","","","","","","","","","",""
723,"SH","State House","House Minority Whip",26,"Missouri",10,"Room 106-B State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-4189","","kip.kendrick@house.mo.gov","http://www.house.mo.gov/houseleadership.aspx","Kendrick","Kip","","","","","","","","","","","","","","","","","","","","","","","","",""
724,"SH","State House","House Minority Caucus Chair",26,"Missouri",11,"Room 101-B State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-6800","","Michael.Butler@house.mo.gov","http://www.house.mo.gov/houseleadership.aspx","Butler","Michael","","","","","","","","","","","","","","","","","","","","","","","","",""
725,"SH","State House","House Minority Caucus Secretary",26,"Missouri",13,"Room 135-AA State Capitol Building","201 West Capitol Avenue","Jefferson City","MO","65101","(573) 751-9469","","Daron.mcgee@house.mo.gov","http://www.house.mo.gov/houseleadership.aspx","McGee","DaRon","","","","","","","","","","","","","","","","","","","","","","","","",""
726,"SS","State Senate","Senate President",27,"Montana",1,"State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4800","(406) 444-4875","Sen.Scott.Sales@mt.gov","http://leg.mt.gov/css/senate/Default.asp#leaders","Sales","Scott","","","","","","","","","","","","","","","","","","","","","","","","",""
727,"SS","State Senate","Senate President Pro Tempore",27,"Montana",2,"State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4800","(406) 444-4875","Sen.Bob.Keenan@mt.gov","http://leg.mt.gov/css/senate/Default.asp#leaders","Keenan","Bob","","","","","","","","","","","","","","","","","","","","","","","","",""
728,"SS","State Senate","Senate Majority Leader",27,"Montana",3,"State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4800","(406) 444-4875","sfredthomas@yahoo.com","http://leg.mt.gov/css/senate/Default.asp#leaders","Thomas","Fred","","","","","","","","","","","","","","","","","","","","","","","","",""
729,"SS","State Senate","Senate Majority Whip",27,"Montana",5,"State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4800","(406) 444-4875","ebuttrey@mtsenate.com","http://leg.mt.gov/css/senate/Default.asp#leaders","Buttrey","Edward","","","","","","","","","","","","","","","","","","","","","","","","",""
731,"SS","State Senate","Senate Minority Leader",27,"Montana",7,"State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4800","(406) 444-4825","Jonsesso@yahoo.com","http://leg.mt.gov/css/senate/Default.asp#leaders","Sesso","Jon","C.","","","","","","","","","","","","","","","","","","","","","","","",""
733,"SS","State Senate","Senate Minority Whip",27,"Montana",9,"State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4800","(406) 444-4825","Sen.JP@mt.gov","http://leg.mt.gov/css/senate/Default.asp#leaders","Pomnichowski","J.P.","","","","","","","","","","","","","","","","","","","","","","","","",""
734,"SS","State Senate","Senate Sergeant-at-Arms",27,"Montana",11,"Room 375 State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4878","","carlspencer@mt.gov","http://leg.mt.gov/css/senate/Default.asp#staff","Spencer","Carl","","","","","","","","","","","","","","","","","","","","","","","","",""
735,"SS","State Senate","Secretary of the Senate",27,"Montana",10,"Room 302-B State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4801","","mmiller2@mt.gov","http://leg.mt.gov/css/senate/Default.asp#staff","Miller","Marilyn","","","","","","","","","","","","","","","","","","","","","","","","",""
736,"SH","State House","Speaker of the House",27,"Montana",1,"State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4800","(404) 444-4825","austinforhouse@yahoo.com","http://leg.mt.gov/css/Sessions/64th/leg_info.asp?HouseID=0&SessionID=109&LAWSID=12601","Knudsen","Austin","","","","","","","","","","","","","","","","","","","","","","","","",""
737,"SH","State House","House Minority Caucus Chair",27,"Montana",9,"State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4800","(406) 444-4825","tomwoods4mt@gmail.com","http://leg.mt.gov/css/house/Default.asp#leaders","Woods","Tom","D.","","","","","","","","","","","","","","","","","","","","","","","",""
738,"SH","State House","House Minority Leader",27,"Montana",8,"State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4800","(406) 444-4825","Rep.Jenny.Eck@mt.gov","http://leg.mt.gov/css/house/Default.asp#leaders","Eck","Jennifer","","","","","","","","","","","","","","","","","","","","","","","","",""
739,"SH","State House","House Minority Whip",27,"Montana",11,"State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4800","(406) 444-4825","Rep.Shane.Morigeau@mt.gov","http://leg.mt.gov/css/house/Default.asp#leaders","Morigeau","Shane","A.","","","","","","","","","","","","","","","","","","","","","","","",""
740,"SH","State House","House Minority Whip",27,"Montana",10,"State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4800","(406) 444-4825","Rep.Nate.McConnell@mt.gov","http://leg.mt.gov/css/house/Default.asp#leaders","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
743,"SH","State House","House Majority Whip",27,"Montana",4,"State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4800","(406) 444-4825","Rep.Seth.Berglee@mt.gov","http://leg.mt.gov/css/house/Default.asp#leaders","Berglee","Seth","","","","","","","","","","","","","","","","","","","","","","","","",""
744,"SH","State House","House Majority Whip",27,"Montana",5,"State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4800","(406) 444-4825","alandoane@midrivers.com","http://leg.mt.gov/css/house/Default.asp#leaders","Doane","Alan","","","","","","","","","","","","","","","","","","","","","","","","",""
745,"SH","State House","House Sergeant-At-Arms",27,"Montana",14,"Room 470 State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4200","","bmurfitt@mt.gov","http://leg.mt.gov/css/house/Default.asp#staff","Murfitt","Bradley","","","","","","","","","","","","","","","","","","","","","","","","",""
746,"SH","State House","House Chief Clerk",27,"Montana",13,"Room 370 State Capitol","1301 East 6th Avenue","Helena","MT","59620","(406) 444-4819","","lvroegindewey@mt.gov","http://leg.mt.gov/css/house/Default.asp#staff","Vroegindewey","Lindsey","","","","","","","","","","","","","","","","","","","","","","","","",""
747,"SS","State Senate","Senate President",29,"Nevada",1,"Suite 2 Legislative Building","401 South Carson Street","Carson City","NV","89701","(775) 684-7111","(775) 684-7110","","http://ltgov.nv.gov/","Hutchison","Mark","A.","","","","","","","","","","","","","","","","","","","","","","","",""
748,"SS","State Senate","Senate President Pro Tempore",29,"Nevada",2,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(775) 657-6857","","Moises.Denis@sen.state.nv.us","http://www.leg.state.nv.us/App/Legislator/A/Senate/79th2017","Denis","Moises","","","","","","","","","","","","","","","","","","","","","","","","",""
750,"SS","State Senate","Senate Co-Majority Whip",29,"Nevada",5,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(702) 706-5785","","Pat.Spearman@sen.state.nv.us","http://www.leg.state.nv.us/App/Legislator/A/Senate/79th2017","Spearman","Pat","","","","","","","","","","","","","","","","","","","","","","","","",""
751,"SS","State Senate","Senate Assistant Majority Leader",29,"Nevada",4,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(702) 457-9995","","Kelvin.Atkinson@sen.state.nv.us","http://www.leg.state.nv.us/App/Legislator/A/Senate/79th2017","Atkinson","Kelvin","D.","","","","","","","","","","","","","","","","","","","","","","","",""
752,"SS","State Senate","Senate Co-Majority Whip",29,"Nevada",6,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(702) 896-1453","","Joyce.Woodhouse@sen.state.nv.us","http://www.leg.state.nv.us/App/Legislator/A/Senate/79th2017","Woodhouse","Joyce","L.","","","","","","","","","","","","","","","","","","","","","","","",""
753,"SS","State Senate","Senate Minority Leader",29,"Nevada",7,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(702) 575-9112","","Michael.Roberson@sen.state.nv.us","http://www.leg.state.nv.us/App/Legislator/A/Senate/79th2017","Roberson","Michael","C.","","","","","","","","","","","","","","","","","","","","","","","",""
754,"SS","State Senate","Senate Co-Minority Whip",29,"Nevada",9,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(702) 523-9055","","Scott.Hammond@sen.state.nv.us","http://www.leg.state.nv.us/App/Legislator/A/Senate/79th2017","Hammond","Scott","T.","","","","","","","","","","","","","","","","","","","","","","","",""
755,"SS","State Senate","Senate Assistant Minority Leader",29,"Nevada",8,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(775) 223-9618","","Ben.Kieckhefer@sen.state.nv.us","http://www.leg.state.nv.us/App/Legislator/A/Senate/79th2017","Kieckhefer","Ben","","","","","","","","","","","","","","","","","","","","","","","","",""
756,"SH","State House","Speaker of the Assembly",29,"Nevada",1,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(702) 280-2981","","Jason.Frierson@asm.state.nv.us","http://www.leg.state.nv.us/App/Legislator/A/Assembly/79th2017","Frierson","Jason","M.","","","","","","","","","","","","","","","","","","","","","","","",""
757,"SH","State House","Speaker Pro Tempore of the Assembly",29,"Nevada",2,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(702) 542-3900","","Irene.BustamanteAdams@asm.state.nv.us","http://www.leg.state.nv.us/App/Legislator/A/Assembly/79th2017","Bustamante Adams","Irene","","","","","","","","","","","","","","","","","","","","","","","","",""
758,"SH","State House","Assembly Majority Floor Leader",29,"Nevada",3,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(775) 247-7665","","Teresa.BenitezThompson@asm.state.nv.us","http://www.leg.state.nv.us/App/Legislator/A/Assembly/79th2017","Benitez-Thompson","Teresa","","","","","","","","","","","","","","","","","","","","","","","","",""
759,"SH","State House","Assembly Majority Whip",29,"Nevada",5,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(775) 742-5935","","Mike.Sprinkle@asm.state.nv.us","http://www.leg.state.nv.us/App/Legislator/A/Assembly/79th2017","Sprinkle","Michael","C.","","","","","","","","","","","","","","","","","","","","","","","",""
760,"SH","State House","Assembly Assistant Majority Floor Leader",29,"Nevada",4,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(775) 900-2189","","Nelson.Araujo@asm.state.nv.us","http://www.leg.state.nv.us/App/Legislator/A/Assembly/79th2017","Araujo","Nelson","","","","","","","","","","","","","","","","","","","","","","","","",""
761,"SH","State House","Assembly Majority Chief Deputy Whip",29,"Nevada",6,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(702) 561-7976","","Tyrone.Thompson@asm.state.nv.us","http://www.leg.state.nv.us/App/Legislator/A/Assembly/79th2017","Thompson","Tyrone","","","","","","","","","","","","","","","","","","","","","","","","",""
762,"SH","State House","Assembly Assistant Majority Whip",29,"Nevada",7,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(702) 577-2167","","Ellen.Spiegel@asm.state.nv.us","http://www.leg.state.nv.us/App/Legislator/A/Assembly/79th2017","Spiegel","Ellen","B.","","","","","","","","","","","","","","","","","","","","","","","",""
764,"SH","State House","Assembly Minority Whip",29,"Nevada",12,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(775) 738-6284","","John.Ellison@asm.state.nv.us","http://www.leg.state.nv.us/App/Legislator/A/Assembly/79th2017","Ellison","John","C.","","","","","","","","","","","","","","","","","","","","","","","",""
765,"SH","State House","Assembly Deputy Minority Floor Leader",29,"Nevada",11,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(775) 546-3471","","Jim.Wheeler@asm.state.nv.us","http://www.leg.state.nv.us/App/Legislator/A/Assembly/79th2017","Wheeler","Jim","F.","","","","","","","","","","","","","","","","","","","","","","","",""
766,"SH","State House","Assembly Deputy Minority Floor Leader",29,"Nevada",10,"Legislative Building","401 South Carson Street","Carson City","NV","89701","(775) 513-7468","","James.Oscarson@asm.state.nv.us","http://www.leg.state.nv.us/App/Legislator/A/Assembly/79th2017","Oscarson","James","L.","","","","","","","","","","","","","","","","","","","","","","","",""
767,"SS","State Senate","Senate President",30,"New Hampshire",1,"Room 302 State House","107 North Main Street","Concord","NH","03301","(603) 271-2111","","chuck.morse@leg.state.nh.us","http://www.gencourt.state.nh.us/Senate/members/webpages/district22.aspx","Morse","Chuck","W.","","","","","","","","","","","","","","","","","","","","","","","",""
768,"SS","State Senate","Senate President Pro Tempore",30,"New Hampshire",2,"Room 106 State House","107 North Main Street","Concord","NH","03301","(603) 271-1403","","sharon.carson@leg.state.nh.us","http://gencourt.state.nh.us/Senate/members/webpages/district14.aspx","Carson","Sharon","M.","","","","","","","","","","","","","","","","","","","","","","","",""
769,"SS","State Senate","Senate Majority Leader",30,"New Hampshire",4,"Room 302 State House","107 North Main Street","Concord","NH","03301","(603) 271-2106","(603) 271-2105","jeb.bradley@leg.state.nh.us","http://www.gencourt.state.nh.us/Senate/members/webpages/district03.aspx","Bradley","Jeb","E.","","","","","","","","","","","","","","","","","","","","","","","",""
770,"SS","State Senate","Senate Deputy President Pro Tem",30,"New Hampshire",3,"Room 105-A State House","107 North Main Street","Concord","NH","03301","(603) 271-4151","","Regina.Birdsell@leg.state.nh.us","http://www.gencourt.state.nh.us/Senate/members/leadership.aspx","Birdsell","Regina","M.","","","","","","","","","","","","","","","","","","","","","","","",""
773,"SS","State Senate","Senate Finance Committee Chair",30,"New Hampshire",6,"Room 105 State House","107 North Main Street","Concord","NH","03301","(603) 271-4980","","Gary.Daniels@leg.state.nh.us","http://www.gencourt.state.nh.us/Senate/members/leadership.aspx","Daniels","Gary","L.","","","","","","","","","","","","","","","","","","","","","","","",""
775,"SS","State Senate","Senate Minority Leader",30,"New Hampshire",5,"Room 120 State House","107 North Main Street","Concord","NH","03301","(603) 271-2675","(603) 271-2105","Jeff.Woodburn@leg.state.nh.us","http://www.gencourt.state.nh.us/Senate/members/webpages/district01.aspx","Woodburn","Jeff","","","","","","","","","","","","","","","","","","","","","","","","",""
777,"SS","State Senate","Senate President",31,"New Jersey",1,"State House","125 West State Street","Trenton","NJ","08625","(973) 292-6828","","","http://www.njleg.state.nj.us/members/bio.asp?Leg=216","Sweeney","Stephen","M.","","","","","","","","","","","","","","","","","","","","","","","",""
778,"SS","State Senate","Senate Majority Leader",31,"New Jersey",2,"State House","125 West State Street","Trenton","NJ","08625","(609) 292-5215","(609) 633-7254","SenWeinberg@njleg.org","http://www.njleg.state.nj.us/members/BIO.asp?Leg=260","Weinberg","Loretta","L.","","","","","","","","","","","","","","","","","","","","","","","",""
779,"SS","State Senate","Senate President Pro Tempore",31,"New Jersey",3,"State House","125 West State Street","Trenton","NJ","08625","(609) 292-5215","(609) 633-7254","SenRuiz@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Ruiz","M. Teresa","","","","","","","","","","","","","","","","","","","","","","","","",""
780,"SS","State Senate","Senate Deputy Majority Leader",31,"New Jersey",5,"State House","125 West State Street","Trenton","NJ","08625","(856) 804-8118","","","http://www.njleg.state.nj.us/members/bio.asp?Leg=223","Sarlo","Paul","A.","","","","","","","","","","","","","","","","","","","","","","","",""
785,"SS","State Senate","Senate Minority Leader",31,"New Jersey",10,"State House","125 West State Street","Trenton","NJ","08625","(609) 847-3600","(609) 984-8148","SenKean@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Kean","Thomas","H.","","","","","","","","","","","","","","","","","","","","","","","",""
787,"SS","State Senate","Senate Deputy Minority Leader",31,"New Jersey",11,"State House","125 West State Street","Trenton","NJ","08625-1101","(609) 847-3600","(609) 984-8148","SenSinger@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Singer","Robert","W.","","","","","","","","","","","","","","","","","","","","","","","",""
788,"SS","State Senate","Senate Minority Budget Officer",31,"New Jersey",16,"State House","125 West State Street","Trenton","NJ","08625-1101","(609) 847-3600","(609) 984-8148","SenBucco@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Bucco","Anthony","R.","","","","","","","","","","","","","","","","","","","","","","","",""
789,"SS","State Senate","Senate Minority Whip",31,"New Jersey",14,"State House","125 West State Street","Trenton","NJ","08625-1101","(609) 847-3600","(609) 984-8148","SenPennacchio@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Pennacchio","Joseph","","","","","","","","","","","","","","","","","","","","","","","","",""
791,"SS","State Senate","Senate Deputy Conference Leader",31,"New Jersey",13,"State House","125 West State Street","Trenton","NJ","08625-1101","(609) 847-3600","(609) 984-8148","SenBrown@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Brown","Chris","A.","","","","","","","","","","","","","","","","","","","","","","","",""
792,"SS","State Senate","Secretary of the Senate",31,"New Jersey",17,"Room 115 State House","125 West State Street","Trenton","NJ","08625","(609) 847-3915","","","http://www.njleg.state.nj.us/members/Metzger.asp","Metzger","Linda","","","","","","","","","","","","","","","","","","","","","","","","",""
793,"SH","State House","Speaker of the General Assembly",31,"New Jersey",1,"State House","125 West State Street","Trenton","NJ","08625","(609) 292-7065","(609) 292-2386","AsmCoughlin@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Coughlin","Craig","J.","","","","","","","","","","","","","","","","","","","","","","","",""
794,"SH","State House","General Assembly Majority Leader",31,"New Jersey",5,"State House","125 West State Street","Trenton","NJ","08625","(609) 292-7065","(609) 292-2386","AsmGreenwald@njleg.org","http://www.njleg.state.nj.us/members/bio.asp?Leg=155","Greenwald","Louis","D.","","","","","","","","","","","","","","","","","","","","","","","",""
795,"SH","State House","Speaker Pro Tempore of the General Assembly",31,"New Jersey",2,"State House","125 West State Street","Trenton","NJ","08625","(609) 847-3500","(609) 292-2386","AsmJohnson@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Johnson","Gordon","M.","","","","","","","","","","","","","","","","","","","","","","","",""
796,"SH","State House","General Assembly Majority Conference Leader",31,"New Jersey",6,"State House","125 West State Street","Trenton","NJ","08625-1101","(609) 292-7065","(609) 292-2386","AsmSumter@njleg.org","http://www.njleg.state.nj.us/members/bio.asp?Leg=346","Sumter","Shavonda","E.","","","","","","","","","","","","","","","","","","","","","","","",""
798,"SH","State House","General Assembly Deputy Speaker",31,"New Jersey",7,"State House","125 West State Street","Trenton","NJ","08625-1101","(609) 847-3500","(609) 292-2386","AsmBurzichelli@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Burzichelli","John","J.","","","","","","","","","","","","","","","","","","","","","","","",""
799,"SH","State House","General Assembly Deputy Speaker",31,"New Jersey",10,"State House","125 West State Street","Trenton","NJ","08625-1101","(609) 847-3500","(609) 292-2386","AsmJohnson@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
800,"SH","State House","General Assembly Deputy Majority Leader",31,"New Jersey",16,"State House","125 West State Street","Trenton","NJ","08625-1101","(609) 847-3500","(609) 292-2386","AsmEgan@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Egan","Joseph","V.","","","","","","","","","","","","","","","","","","","","","","","",""
801,"SH","State House","General Assembly Deputy Speaker",31,"New Jersey",11,"State House","125 West State Street","Trenton","NJ","08625-1101","(609) 847-3500","(609) 292-2386","AsmLampitt@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Lampitt","Pamela","R.","","","","","","","","","","","","","","","","","","","","","","","",""
802,"SH","State House","General Assembly Speaker Emeritus",31,"New Jersey",4,"State House","125 West State Street","Trenton","NJ","08625-1101","(609) 847-3500","(609) 292-2386","asmprieto@njleg.org","http://www.njleg.state.nj.us/members/leadership.asp","Vacant","","","","","","","","","","","","","","","","","","","","","","","","","",""
296,"SH","State House","House Majority Leader",11,"Maine",2,"Room 333 2 State House Station","","Augusta","ME","04333-0002","(207) 287-1430","","Erin.Herbig@legislature.maine.gov","http://legislature.maine.gov/house/maj_main.htm","Herbig","Erin","D.","","","","","","","","","","","","","","","","","","","","","","","",""
297,"SH","State House","House Assistant Majority Floor Leader",11,"Maine",3,"Room 333 2 State House Station","","Augusta","ME","04333-0002","(207) 287-1430","","Jared.Golden@legislature.maine.gov","http://legislature.maine.gov/house/maj_main.htm","Golden","Jared","F.","","","","","","","","","","","","","","","","","","","","","","","",""
298,"SH","State House","House Minority Leader",11,"Maine",4,"Room 332 2 State House Station","","Augusta","ME","04333","(207) 287-1440","","kenneth.fredette@post.harvard.edu","http://legislature.maine.gov/house/min_main.htm","Fredette","Kenneth","Wade","","","","","","","","","","","","","","","","","","","","","","","",""
299,"SH","State House","House Assistant Minority Leader",11,"Maine",5,"2 State House Station","","Augusta","ME","04333-0002","(207) 287-1440","","Ellie.Espling@legislature.maine.gov","http://legislature.maine.gov/house/min_main.htm","Espling","Ellie","","","","","","","","","","","","","","","","","","","","","","","","",""
