"COMID","COMCODE","COMTYPE","TYPEDESCR","COMNAME","COMLEVEL","PARENTNAME","PARENTCOMCODE","COMSTATE","STATENAME","STREET1","STREET2","CITY","STATE","ZIP","PHONE","FAX","EMAIL","URL","CHAIRLNAME","CHAIRFNAME","CHAIRMNAME","CHAIROCODE","CHAIRDESC","RMMLNAME","RMMFNAME","RMMMNAME","RMMOCODE","RMMDESC","SD1LNAME","SD1FNAME","SD1MNAME","SD1TITLE","SD1MAJMIN","SD1PHONE","SD1EMAIL","GC1LNAME","GC1FNAME","GC1MNAME","GC1TITLE","GC1MAJMIN","GC1PHONE","GC1EMAIL","PS1LNAME","PS1FNAME","PS1MNAME","PS1TITLE","PS1MAJMIN","PS1PHONE","PS1EMAIL","PM1LNAME","PM1FNAME","PM1MNAME","PM1TITLE","PM1MAJMIN","PM1PHONE","PM1EMAIL","CK1LNAME","CK1FNAME","CK1MNAME","CK1TITLE","CK1MAJMIN","CK1PHONE","CK1EMAIL","SD2LNAME","SD2FNAME","SD2MNAME","SD2TITLE","SD2MAJMIN","SD2PHONE","SD2EMAIL","GC2LNAME","GC2FNAME","GC2MNAME","GC2TITLE","GC2MAJMIN","GC2PHONE","GC2EMAIL","PS2LNAME","PS2FNAME","PS2MNAME","PS2TITLE","PS2MAJMIN","PS2PHONE","PS2EMAIL","PM2LNAME","PM2FNAME","PM2MNAME","PM2TITLE","PM2MAJMIN","PM2PHONE","PM2EMAIL","CK2LNAME","CK2FNAME","CK2MNAME","CK2TITLE","CK2MAJMIN","CK2PHONE","CK2EMAIL"
14662,"HAPP60","FH","Federal House","House Subcommittee on Transportation, Housing and Urban Development and Related Agencies","Subcommittee","House Committee on Appropriations","HAPP",,"","Room 2358-A RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515-6157","(202) 225-2141","","","http://appropriations.house.gov/subcommittees/subcommittee/?IssueID=34798","Diaz-Balart","Mario","","CHM","Chairman","Price","David","E.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Disrud","Douglas","","Clerk","MAJ","(202) 225-2141","doug.disrud@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14705,"SENV","FS","Federal Senate","Senate Committee on Environment and Public Works","Committee","","",,"","Room 410 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6175","(202) 224-6176","(202) 224-1273","","http://www.epw.senate.gov/public/index.cfm/","Barrasso","John","A.","CHM","Chairman","Carper","Tom","R.","RMM","Ranking Minority Member","Russell","Richard","Mather","Staff Director","MAJ","(202) 224-6176","Richard_Russell@epw.senate.gov","Harding","Andrew","","Counsel","MAJ","(202) 224-6176","andrew_harding@epw.senate.gov","Danylak","Mike","","Communications Director","MAJ","(202) 224-6176","mike_danylak@epw.senate.gov","","","","","","","","","","","","","","","Repko","Mary","Frances","Staff Director","MIN","(202) 224-8832","maryfrances_repko@epw.senate.gov","Tulou","Christophe","","Chief Counsel","MIN","(202) 224-8832","Christophe_Tulou@epw.senate.gov","Scully","Kelly","","Press Secretary","MIN","(202) 224-8832","kelly_scully@epw.senate.gov","Higgins","Rebecca","","Professional Staff Member","MIN","(202) 224-8832","rebecca_higgins@epw.senate.gov","","","","","","",""
14706,"SAPP","FS","Federal Senate","Senate Committee on Appropriations","Committee","","",,"","Room S-128 The Capitol","","Washington","DC","20510","(202) 224-7257","(202) 228-0904","","http://www.appropriations.senate.gov/","Shelby","Richard","C.","CHM","Chairman","Leahy","Patrick","J.","RMM","Ranking Minority Member","Hines","Shannon","","Staff Director","MAJ","(202) 224-7257","Shannon_Hines@appro.senate.gov","","","","","","","","","","","","","","","Winkler","Jennifer","C.","Professional Staff Member","MAJ","(202) 224-7363","jennifer_winkler@appro.senate.gov","","","","","","","","Kieffer","Charles","E.","Staff Director","MIN","(202) 224-7363","Charles_Kieffer@appro.senate.gov","","","","","","","","Tilton","Jay","","Press Secretary","MIN","(202) 224-7363","jay_tilton@appro.senate.gov","Kwon","Jean","","Professional Staff Member","MIN","(202) 224-7363","jean_kwon@appro.senate.gov","","","","","","",""
14707,"SBAN20","FS","Federal Senate","Senate Subcommittee on National Security and International Trade and Finance","Subcommittee","Senate Committee on Banking, Housing, and Urban Affairs","SBAN",,"","Room 534 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6075","(202) 224-7391","(202) 224-5137","","http://www.banking.senate.gov/public/index.cfm/national-security-and-international-trade-and-finance","Sasse","Benjamin","E.","CHM","Chairman","Donnelly","Joe","","RMM","Ranking Minority Member","Simon","Ammon","","Staff Director","MAJ","(202) 224-4224","ammon_simon@sasse.senate.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Catino","Nick","","Staff Director","MIN","(202) 224-4814","nick_catino@donnelly.senate.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14708,"SFIN25","FS","Federal Senate","Senate Subcommittee on Social Security, Pensions, and Family Policy","Subcommittee","Senate Committee on Finance","SFIN",,"","Room 219 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6200","(202) 224-4515","(202) 228-0554","","http://www.finance.senate.gov/about/subcommittees/#ss","Cassidy","Bill","","CHM","Chairman","Brown","Sherrod","C.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14709,"SHELP10","FS","Federal Senate","Senate Subcommittee on Employment and Workplace Safety","Subcommittee","Senate Committee on Health, Education, Labor, and Pensions","SHELP",,"","Room 835 HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","Washington","DC","20510","(202) 228-5800","(202) 228-5044","","http://www.help.senate.gov/about/subcommittees/employment-and-workplace-safety","Isakson","Johnny","","CHM","Chairman","Baldwin","Tammy","","RMM","Ranking Minority Member","Nguyen","Tommy","","Staff Director (On Leave, Military)","MAJ","(202) 228-5800","tommy_nguyen@help.senate.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Brim","Remy","","Senior FDA Counsel","MIN","(202) 228-1455","remy_brim@help.senate.gov","","","","","","","","","","","","","","","","","","","","",""
22252,"SAGR10","FS","Federal Senate","Senate Subcommittee on Conservation, Forestry and Natural Resources","Subcommittee","Senate Committee on Agriculture, Nutrition, and Forestry","SAGR",,"","Room 328A RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","Washington","DC","20510","(202) 224-2035","(202) 228-2125","","http://www.agriculture.senate.gov/about/subcommittees#conservation","Daines","Steve","","CHM","Chairman","Bennet","Michael","F.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
23119,"HOGOV05","FH","Federal House","House Subcommittee on Government Operations","Subcommittee","House Committee on Oversight and Government Reform","HOGOV",,"","Room 2157 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515","(202) 225-5074","(202) 225-3974","","http://oversight.house.gov/subcommittee/government-operations/","Meadows","Mark","R.","CHM","Chairman","Connolly","Gerry","E.","RMM","Ranking Minority Member","Dunne","Julie","A.","Staff Director","MAJ","(202) 225-5074","julie.dunne@mail.house.gov","Rother","Katy","","Counsel","MAJ","(202) 225-5074","katy.rother@mail.house.gov","","","","","","","","Ortiz","Kevin","","Professional Staff Member","MAJ","(202) 225-5074","kevin.ortiz@mail.house.gov","","","","","","","","","","","","","","","Chang","Lena","","Counsel","MIN","(202) 225-5051","lena.chang@mail.house.gov","","","","","","","","","","","","","","","","","","","","",""
23120,"HOGOV30","FH","Federal House","House Subcommittee on National Security","Subcommittee","House Committee on Oversight and Government Reform","HOGOV",,"","Room 2157 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515","(202) 225-5074","(202) 225-3974","","http://oversight.house.gov/subcommittee/national-security-2/","DeSantis","Ron","D.","CHM","Chairman","Lynch","Stephen","F.","RMM","Ranking Minority Member","Eshelman","Sharon","","Staff Director","MAJ","(202) 225-5074","sharon.eshelman@mail.house.gov","","","","","","","","","","","","","","","Wisch","Ari","","Professional Staff Member","MAJ","(202) 225-5074","ari.wisch@mail.house.gov","","","","","","","","","","","","","","","Shen","Valerie","","Counsel","MIN","(202) 225-5051","valerie.shen@mail.house.gov","","","","","","","","","","","","","","","","","","","","",""
23123,"HHLS25","FH","Federal House","House Subcommittee on Oversight and Management Efficiency","Subcommittee","House Committee on Homeland Security","HHLS",,"","Room H2-176 FHOB- Ford House Office Building","441 Second Street, SW","Washington","DC","20515","(202) 226-8417","(202) 226-3399","","http://homeland.house.gov/subcommittee/oversight_and_management_efficiency_subcommittee/","Perry","Scott","","CHM","Chairman","Correa","Lou","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","Burke","Luke","","Senior Professional Staff Member (on leave)","MAJ","(202) 226-8417","luke.burke@mail.house.gov","Bergwin","Diana","","Clerk","MAJ","(202) 226-8417","diana.bergwin@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
23124,"HJUD10","FH","Federal House","House Subcommittee on Courts, Intellectual Property, and the Internet","Subcommittee","House Committee on the Judiciary","HJUD",,"","Room 6310 Thomas P. O'Neill Federal Building","200 C Street, SW","Washington","DC","20024","(202) 225-5741","(202) 225-3673","","http://judiciary.house.gov/index.cfm/subcommittee-on-courts-intellectual-property-and-the-internet","Issa","Darrell","E.","CHM","Chairman","Johnson","Hank","C.","RMM","Ranking Minority Member","","","","","","","","Keeley","Joe","","Chief Counsel","MAJ","(202) 225-5741","joe.keeley@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Everett","Jason","G.","Chief Counsel","MIN","(202) 225-6906","jason.everett@mail.house.gov","","","","","","","","","","","","","","","","","","","","",""
23125,"HJUD05","FH","Federal House","House Subcommittee on the Constitution and Civil Justice","Subcommittee","House Committee on the Judiciary","HJUD",,"","Room H2-362 FHOB- Ford House Office Building","441 Second Street, SW","Washington","DC","20515","(202) 225-2825","(202) 225-4299","","http://judiciary.house.gov/index.cfm/subcommittee-on-the-constitution-and-civil-justice","King","Steve","A.","CHM","Chairman","Cohen","Steve","I.","RMM","Ranking Minority Member","","","","","","","","Taylor","Paul","","Chief Counsel","MAJ","(202) 225-2825","paul.taylor@mail.house.gov","","","","","","","","","","","","","","","Glancy","Jake","","Clerk","MAJ","(202) 225-2825","jake.glancy@mail.house.gov","","","","","","","","Park","James","","Chief Counsel","MIN","(202) 225-6906","james.park@mail.house.gov","","","","","","","","","","","","","","","","","","","","",""
26134,"HOGOV25","FH","Federal House","House Subcommittee on the Interior, Energy and Environment","Subcommittee","House Committee on Oversight and Government Reform","HOGOV",,"","Room 2157 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515","(202) 225-5074","(202) 225-3974","","http://democrats-oversight.house.gov/subcommittees/interior-115th-congress","","","","","","Plaskett","Stacey","E.","RMM","Ranking Minority Member","","","","","","","","Harsha","Christen","","Counsel","MAJ","(202) 225-5074","christen.harsha@mail.house.gov","","","","","","","","Feeley","Drew","","Professional Staff Member","MAJ","(202) 225-5074","drew.feeley@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
26135,"SJUD10","FS","Federal Senate","Senate Subcommittee on Border Security and Immigration","Subcommittee","Senate Committee on the Judiciary","SJUD",,"","Room 224 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6050","(202) 224-7840","","","http://www.judiciary.senate.gov/about/subcommittees","Cornyn","John","","CHM","Chairman","Durbin","Dick","","RMM","Ranking Minority Member","","","","","","","","Pate","Genevieve","","Assistant to the Chief Counsel","MAJ","(202) 224-7840","Genevieve_Pate@judiciary-rep.senate.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
26138,"HFIN05","FH","Federal House","House Subcommittee on Capital Markets, Securities and Investment","Subcommittee","House Committee on Financial Services","HFIN",,"","Room 2129 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515","(202) 225-7502","","","http://financialservices.house.gov/115th-congress-subcommittees/capital-markets-securities-and-investment.htm","Huizenga","Bill","P.","CHM","Chairman","Maloney","Carolyn","B.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
26139,"HHLS15","FH","Federal House","House Subcommittee on Cybersecurity and Infrastructure Protection","Subcommittee","House Committee on Homeland Security","HHLS",,"","Room H2-176 FHOB- Ford House Office Building","441 Second Street, SW","Washington","DC","20515","(202) 226-8417","(202) 226-3399","","http://homeland.house.gov/subcommittee/cybersecurity_infrastructure_protection_and_security_technologies_subcommittee","Ratcliffe","John","L.","CHM","Chairman","Richmond","Cedric","L.","RMM","Ranking Minority Member","Duncan","Kirsten","","Staff Director","MAJ","(202) 226-8417","kirsten.duncan@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","Rashid","Katie","","Clerk","MAJ","(202) 226-8417","","Bergin","Moira","","Staff Director","MIN","(202) 226-2616","moira.bergin@mail.house.gov","","","","","","","","","","","","","","","Smith","Alicia","","Professional Staff Member","MIN","(202) 226-8417","alicia.smith@mail.house.gov","","","","","","",""
26140,"HHLS30","FH","Federal House","House Subcommittee on Transportation and Protective Security","Subcommittee","House Committee on Homeland Security","HHLS",,"","Room H2-176 FHOB- Ford House Office Building","441 Second Street, SW","Washington","DC","20515","(202) 226-8417","(202) 226-3399","","http://homeland.house.gov/subcommittee/transportation_security_subcommittee","Katko","John","M.","CHM","Chairman","Watson Coleman","Bonnie","","RMM","Ranking Minority Member","Harvey","Krista","","Staff Director","MAJ","(202) 226-8417","krista.harvey@mail.house.gov","","","","","","","","","","","","","","","Hoffman","Elizabeth","","Senior Professional Staff Member","MAJ","(202) 226-8417","elizabeth.hoffman@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Marston","Alex","","Professional Staff Member","MIN","(202) 226-2616","alex.marston@mail.house.gov","","","","","","",""
14586,"HEDU05","FH","Federal House","House Subcommittee on Early Childhood, Elementary, and Secondary Education","Subcommittee","House Committee on Education and the Workforce","HEDU",,"","Room 2176 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515-2031","(202) 225-4527","(202) 225-9571","","http://edworkforce.house.gov/committee/ecese.htm","Rokita","Todd","E.","CHM","Chairman","Polis","Jared","S.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14592,"HOGOV","FH","Federal House","House Committee on Oversight and Government Reform","Committee","","",,"","Room 2157 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515","(202) 225-5074","(202) 225-3974","","http://oversight.house.gov","Gowdy","Trey","","CHM","Chairman","Cummings","Elijah","E.","RMM","Ranking Minority Member","Akins Clarke","Sheria","","Staff Director","MAJ","(202) 225-5074","sheria.clarke@mail.house.gov","Skladany","Jonathan","J.","Counsel","MAJ","(202) 225-5074","jon.skladany@mail.house.gov","Gonzalez","Amanda","","Communications Director","MAJ","(202) 225-6030","amanda.gonzalez@mail.house.gov","Harkins","Donna","","Senior Professional Staff Member","MAJ","(202) 225-5074","donna.harkins@mail.house.gov","Casey","Sharon","","Deputy Chief Clerk","MAJ","(202) 225-5074","sharon.casey@mail.house.gov","Rapallo","David","P.","Staff Director","MIN","(202) 225-5051","dave.rapallo@mail.house.gov","Boyd","Krista","A.","General Counsel","MIN","(202) 225-5051","krista.boyd@mail.house.gov","Werner","Jennifer","","Communications Director","MIN","(202) 225-5051","jennifer.werner@mail.house.gov","Teleky","Kathleen","","Professional Staff Member","MIN","(202) 225-5051","kathleen.teleky@mail.house.gov","McCulloch","Nick","","Deputy Clerk","MIN","(202) 225-5051","nicholas.mcculloch@mail.house.gov"
14597,"HFOR30","FH","Federal House","House Subcommittee on Western Hemisphere","Subcommittee","House Committee on Foreign Affairs","HFOR",,"","Room 256 FHOB- Ford House Office Building","441 Second Street, SW","Washington","DC","20515","(202) 226-9980","(202) 225-7485","","http://foreignaffairs.house.gov/subcommittee/western-hemisphere/","Cook","Paul","J.","CHM","Chairman","Sires","Albio","","RMM","Ranking Minority Member","Ulrich","Rebecca","G.","Staff Director","MAJ","(202) 226-9980","rebecca.ulrich@mail.house.gov","","","","","","","","","","","","","","","Carlos Monje","Juan","","Professional Staff Member","MAJ","(202) 226-9980","juan.monje@mail.house.gov","","","","","","","","Khan","Sadaf","","Staff Director","MIN","(202) 225-7919","sadaf.khan@mail.house.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14725,"SHOM","FS","Federal Senate","Senate Committee on Homeland Security and Governmental Affairs","Committee","","",,"","Room 340 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510","(202) 224-4751","(202) 228-3792","http://www.hsgac.senate.gov/contact","http://www.hsgac.senate.gov/","Johnson","Ron","H.","CHM","Chairman","McCaskill","Claire","","RMM","Ranking Minority Member","Hixon","Christopher","","Staff Director","MAJ","(202) 224-4751","Christopher_Hixon@hsgac.senate.gov","Bailey","Patrick","","Chief Government Affairs Counsel","MAJ","(202) 224-4751","patrick_bailey@hsgac.senate.gov","Wittmann","Scott","","Communications Specialist; Investigator","MAJ","(202) 224-4751","Scott_Wittmann@hsgac.senate.gov","Nuzzi","Rebecca","","Professional Staff Member","MAJ","(202) 224-4751","rebecca_nuzzi@hsgac.senate.gov","","","","","","","","Daum","Margaret","","Staff Director","MIN","(202) 224-2627","margaret_daum@hsgac.senate.gov","Eaton","Joseph","Jackson","Senior Counsel","MIN","(202) 224-2627","jackson_eaton@hsgac.senate.gov","Pusateri","Drew","","Communications Director; Senior Advisor","MIN","(202) 224-2627","drew_pusateri@hsgac.senate.gov","Walsh","Joel","","Professional Staff Member","MIN","(202) 224-2627","joel_walsh@hsgac.senate.gov","","","","","","",""
14727,"SENE05","FS","Federal Senate","Senate Subcommittee on Energy","Subcommittee","Senate Committee on Energy and Natural Resources","SENE",,"","Room 304 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510-6150","(202) 224-4971","(202) 224-6163","","http://www.energy.senate.gov/public/index.cfm/subcommittees?p=Energy","Gardner","Cory","S.","CHM","Chairman","Manchin","Joe","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
14730,"SITL","FS","Federal Senate","Senate Select Committee on Intelligence","Committee","","",,"","Room 211 HSOB- Hart Senate Office Building","120 Constitution Avenue, NE","Washington","DC","20510-6475","(202) 224-1700","(202) 224-1772","","http://intelligence.senate.gov/","Burr","Richard","M.","CHM","Chairman","","","","","","Joyner","Chris","A.","Staff Director","MAJ","(202) 224-1700","chris_joyner@ssci.senate.gov","Fisher","Janet","C.","Deputy General Counsel","MAJ","(202) 224-1700","janet_fisher@ssci.senate.gov","","","","","","","","","","","","","","","","","","","","","","Casey","Michael","Colin","Staff Director","MIN","(202) 224-1700","mike_casey@ssci.senate.gov","Freedman","Brett","","Counsel","MIN","(202) 224-1700","Brett_Freedman@ssci.senate.gov","","","","","","","","","","","","","","","","","","","","",""
14761,"SAPP60","FS","Federal Senate","Senate Subcommittee on Transportation, Housing and Urban Development, and Related Agencies","Subcommittee","Senate Committee on Appropriations","SAPP",,"","Room 184 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510","(202) 224-5310","(202) 228-0904","","http://www.appropriations.senate.gov/subcommittees/transportation-housing-and-urban-development-and-related-agencies","Collins","Susan","M.","CHM","Chairman","Reed","Jack","F.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","Woolwine","Jason","","Professional Staff Member","MAJ","(202) 224-5310","jason_woolwine@appro.senate.gov","Doherty","Clare","C.","Clerk","MAJ","(202) 224-5310","clare_doherty@appro.senate.gov","","","","","","","","","","","","","","","","","","","","","","Monroe","Christina","","Professional Staff Member","MIN","(202) 224-7281","christina_monroe@appro.senate.gov","Hegg","Dabney","P.","Clerk","MIN","(202) 224-7281","Dabney_Hegg@appro.senate.gov"
14762,"SAPP15","FS","Federal Senate","Senate Subcommittee on Department of Defense","Subcommittee","Senate Committee on Appropriations","SAPP",,"","Room 122 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510","(202) 224-7255","(202) 228-0904","","http://www.appropriations.senate.gov/subcommittees/defense","Shelby","Richard","C.","CHM","Chairman","Durbin","Dick","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","Hagan","Katy","S.","Professional Staff Member","MAJ","(202) 224-7255","katy_hagan@appro.senate.gov","Potts","Brian","","Clerk","MAJ","(202) 224-7255","brian_potts@appro.senate.gov","","","","","","","","","","","","","","","","","","","","","","Vanlandingham","Andrew","Ray","Professional Staff Member","MIN","(202) 224-6688","andy_vanlandingham@appro.senate.gov","Raven","Erik","Kristopher","Clerk","MIN","(202) 224-6688","erik_raven@appro.senate.gov"
14763,"SARM30","FS","Federal Senate","Senate Subcommittee on Seapower","Subcommittee","Senate Committee on Armed Services","SARM",,"","Room 228 RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","Washington","DC","20510-6050","(202) 224-3871","(202) 228-0036","","http://www.armed-services.senate.gov/about/subcommittees#seapower","Wicker","Roger","F.","CHM","Chairman","Hirono","Mazie","K.","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","Potter","Jason","","Lead Professional Staff Member","MAJ","(202) 224-3871","Jason_Potter@armed-services.senate.gov","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Greene","Creighton","","Lead Professional Staff Member","MIN","(202) 224-6115","creighton_greene@armed-services.senate.gov","","","","","","",""
14766,"SAPP20","FS","Federal Senate","Senate Subcommittee on Energy and Water Development","Subcommittee","Senate Committee on Appropriations","SAPP",,"","Room 142 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510","(202) 224-7260","(202) 228-0904","","http://www.appropriations.senate.gov/subcommittees/energy-and-water-development","Alexander","Lamar","","CHM","Chairman","Feinstein","Dianne","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","DeMella","Adam","","Professional Staff Member","MAJ","(202) 224-7260","adam_demella@appro.senate.gov","Owens","Tyler","D.","Clerk","MAJ","(202) 224-7260","tyler_owens@appro.senate.gov","","","","","","","","","","","","","","","","","","","","","","Hanson","Christopher","T.","Professional Staff Member","MIN","(202) 224-8119","Christopher_Hanson@appro.senate.gov","Clapp","Douglas","","Clerk","MIN","(202) 224-8119","doug_clapp@appro.senate.gov"
17627,"JECO","FJ","Federal Joint","Joint Economic Committee","Committee","","",,"","Room G-01 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510","(202) 224-5171","(202) 228-0709","","http://www.jec.senate.gov/public/","Paulsen","Erik","","CHM","Chairman","Heinrich","Martin","T.","RMM","Ranking Minority Member","Brainard","Colin","C.","Executive Director","MAJ","(202) 225-2871","colin.brainard@mail.house.gov","Hope","Karin","M.","Chief Counsel","MAJ","(202) 224-5171","karin_hope@jec.senate.gov","Freire","JP","","Communications Director","MAJ","(202) 224-5171","jp.freire@mail.house.gov","","","","","","","","","","","","","","","Corbin","Kimberly","","Staff Director","MIN","(202) 224-5171","kim_corbin@jec.senate.gov","Rodriguez","Ernesto","","Senior Counsel","MIN","(202) 224-5171","Ernesto_Rodriguez@jec.senate.gov","Park","Victoria","","Deputy Press Secretary","MIN","(202) 224-5171","victoria_park@jec.senate.gov","","","","","","","","","","","","","",""
17628,"JLIB","FJ","Federal Joint","Joint Committee on the Library","Committee","","",,"","Room 305 RSOB- Russell Senate Office Building","2 Constitution Avenue, NE","Washington","DC","20510-6325","(202) 224-6352","(202) 224-1912","","http://cha.house.gov/jointcommittees/joint-committee-library","Harper","Gregg","","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
17629,"JPRI","FJ","Federal Joint","Joint Committee on Printing","Committee","","",,"","Room 1309 LHOB- Longworth House Office Building","15 Independence Avenue, SE","Washington","DC","20515-6157","(202) 225-8281","(202) 225-9957","","http://cha.house.gov/jointcommittees/joint-committee-on-printing","Shelby","Richard","C.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
17630,"JTAX","FJ","Federal Joint","Joint Committee on Taxation","Committee","","",,"","Room H2-502 FHOB- Ford House Office Building","441 Second Street, SW","Washington","DC","20515","(202) 225-3621","(202) 225-0832","jctinfo@mail.house.gov","http://www.jct.gov","Hatch","Orrin","G.","CHM","Chairman","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
18283,"SAPP30","FS","Federal Senate","Senate Subcommittee on Department of Homeland Security","Subcommittee","Senate Committee on Appropriations","SAPP",,"","Room 131 DSOB- Dirksen Senate Office Building","100 Constitution Avenue, NE","Washington","DC","20510","(202) 224-8244","(202) 228-0904","","http://www.appropriations.senate.gov/subcommittees/homeland-security","Capito","Shelley","Moore","CHM","Chairman","Tester","Jon","","RMM","Ranking Minority Member","","","","","","","","","","","","","","","","","","","","","","Babb","Peter","","Professional Staff Member","MAJ","(202) 224-8244","peter_babb@appro.senate.gov","Telle","Adam","","Clerk","MAJ","(202) 224-8244","Adam_Telle@appro.senate.gov","","","","","","","","","","","","","","","","","","","","","","Walgren","Howard","L.","Professional Staff Member","MIN","(202) 224-8244","chip_Walgren@appro.senate.gov","","","","","","",""
21725,"HSST","FH","Federal House","House Committee on Science, Space, and Technology","Committee","","",,"","Room 2321 RHOB- Rayburn House Office Building","50 Independence Avenue, SW","Washington","DC","20515-6305","(202) 225-6371","(202) 226-0113","sstpress@mail.house.gov","http://science.house.gov/","Smith","Lamar","S.","CHM","Chairman","Johnson","Eddie","Bernice","RMM","Ranking Minority Member","Smith","Ashley","","Deputy Chief of Staff, Strategy and Operations; Senior Counsel to the Chairman","MAJ","(202) 225-6371","ashley.smith@mail.house.gov","","","","","","","","McDonald","Thea","","Communications Director","MAJ","(202) 225-6371","thea.mcdonald@mail.house.gov","","","","","","","","","","","","","","","Obermann","Dick","","Chief of Staff","MIN","(202) 225-6375","richard.obermann@mail.house.gov","Piazza","John","I.","Chief Counsel","MIN","(202) 225-6375","john.piazza@mail.house.gov","Eskandani","Rebekah","","Press Secretary; Digital Media Coordinator","MIN","(202) 225-6375","rebekah.eskandani@mail.house.gov","","","","","","","","","","","","","",""
