"UID","PID","LEGTYPE","CHAMBER","STATECODE","DISTRICT","DISTRAIL","FIRSTNAME","LASTNAME","MIDNAME","PREFIX","GENSUFFIX","TITLE","BIOTYPE","SOURCE","BIODATE","DOCUMENT"
In 2014, he was elected to the 114th Congress, having never served in office before. In Congress, Palmer is focused on paying down the national debt by cutting spending; regulatory reform by reducing the number and expense of federal regulations; lowering energy costs and spurring economic growth and job creation by accessing America's vast energy resources; and replacing Obamacare with a health care plan that puts people back in charge of their health care decisions and that will truly make health care affordable and available; and protecting life in all its forms.  Palmer serves on the Oversight and Government Reform Committee and serves as the Chairman of the Intergovernmental Affairs Subcommittee. He also serves on the Budget Committee and the Space, Science and Technology Committee. He is the Vice Chairman and representative for Alabama, Georgia and South Carolina on the Republican Policy Committee. Palmer is a member of the Republican Study Committee and it's Steering Committee.

Palmer has been a member of the Rotary Club of Birmingham since 1993, and he is a Paul Harris Fellow.  He holds an Honorary Doctorate from the University of Mobile.  He and his wife Ann live in Hoover, Alabama where they attend Briarwood Presbyterian Church in Birmingham, Alabama.  They have three children, Claire, Kathleen and Rob."

21757,283914,"FL","H","AR","01","","Rick","Crawford","","Rep.","","US Representative","Narrative Bio","",2018-06-12 00:00:00,"Rick Crawford grew up in a military family where his father served in the United States Air Force. During that time, Rick had the opportunity to live all over the United States and overseas. 

Upon graduation from high school, Rick enlisted in the United States Army where he served as an Explosive Ordnance Disposal Technician. He completed four years of service, advanced to the rank of Sergeant in under three years, and earned numerous medals for service at home and in Southwest Asia.

After completing his military service, Rick attended Arkansas State University and graduated in 1996 with a degree in Agriculture Business and Economics. 

Rick's professional career has been primarily focused on agriculture in both agri-communications and general agri-business. He has been a news anchor, agri-reporter, and served as marketing manager for one of the largest John Deere dealer groups in North America. 

Rick serves on the House Agriculture Committee where he is the Subcommittee Chairman on General Farm Commodities and Risk Management and a member of the Nutrition Subcommittee. Rick is also honored to serve on the House Transportation & Infrastructure Committee where he is a member of the subcommittees on Highway and Transit, Water Resources and Environment, and Economic Development. Finally, Rick is also a member of the Permanent House Select Committee on Intelligence, where he serves on two subcommittees- the Department of Defense Intelligence and Overhead Architecture Subcommittee and the Emerging Threats Subcommittee. 

To give a voice to agricultural interests in Arkansas's First District, Rick co-founded the Congressional Rice Caucus and the Congressional Chicken Caucus. As a former Army Explosive Ordnance Disposal (EOD) Technician, Rick was honored to co-found the EOD Caucus to advocate for EOD units who protect communities across the country and men and women in uniform around the world. Rick has also founded the Congressional Panama Canal Expansion Caucus and serves as Co-Chairman of the Mississippi River Delta Caucus, Co-Chairman of the Mississippi River Caucus, and serves as the Vice President of the Mississippi Valley Flood Control Association. Representing the 2nd most steel producing Congressional District in the United States, Rick also serves as the Chairman of the Congressional Steel Caucus. 
